rental_id;rental_date;inventory_id;customer_id;staff_id;film_id;store_id;category_id;categoria;qtd; valor_aluguel ;rental_duration
1293;2005-06-15 09:06:24.000;3238;69;2;710;2;8;Family;1; 4,99 ;4
1294;2005-06-15 09:09:27.000;1685;69;2;367;2;14;Sci-Fi;1; 0,99 ;6
1295;2005-06-15 09:17:20.000;1021;69;2;228;2;4;Classics;1; 0,99 ;4
1296;2005-06-15 09:23:59.000;2835;69;2;621;2;8;Family;1; 2,99 ;5
1297;2005-06-15 09:31:28.000;2738;69;2;601;2;16;Travel;1; 0,99 ;4
1298;2005-06-15 09:32:53.000;1830;69;1;397;1;14;Sci-Fi;1; 2,99 ;5
1299;2005-06-15 09:34:50.000;4448;69;1;972;1;14;Sci-Fi;1; 4,99 ;4
1300;2005-06-15 09:36:19.000;789;69;2;172;2;7;Drama;1; 4,99 ;7
1301;2005-06-15 09:46:33.000;3470;69;2;760;2;13;New;1; 2,99 ;5
1302;2005-06-15 09:48:37.000;2142;69;2;463;2;15;Sports;1; 2,99 ;4
1303;2005-06-15 09:55:57.000;1268;69;1;281;1;10;Games;1; 0,99 ;6
1304;2005-06-15 09:56:02.000;2574;70;1;563;1;10;Games;1; 4,99 ;6
1305;2005-06-15 09:59:16.000;4556;70;2;994;2;13;New;1; 4,99 ;6
1306;2005-06-15 09:59:24.000;62;70;2;12;2;12;Music;1; 0,99 ;6
1307;2005-06-15 10:06:15.000;807;70;1;175;1;8;Family;1; 2,99 ;3
1308;2005-06-15 10:07:48.000;2569;70;2;563;2;10;Games;1; 4,99 ;6
1309;2005-06-15 10:10:49.000;3548;70;1;776;1;6;Documentary;1; 4,99 ;6
1310;2005-06-15 10:11:42.000;940;70;2;208;2;2;Animation;1; 2,99 ;7
1311;2005-06-15 10:11:59.000;1340;70;2;295;2;6;Documentary;1; 0,99 ;3
1312;2005-06-15 10:16:27.000;2584;70;1;567;1;9;Foreign;1; 2,99 ;3
1313;2005-06-15 10:18:34.000;2135;71;1;462;1;12;Music;1; 2,99 ;5
1314;2005-06-15 10:21:45.000;971;71;2;216;2;13;New;1; 4,99 ;3
1315;2005-06-15 10:23:08.000;2933;71;1;644;1;2;Animation;1; 2,99 ;7
1316;2005-06-15 10:26:23.000;2634;71;1;578;1;4;Classics;1; 4,99 ;4
1317;2005-06-15 10:30:19.000;4442;71;2;971;2;9;Foreign;1; 4,99 ;4
1318;2005-06-15 10:34:26.000;2579;71;2;565;2;9;Foreign;1; 4,99 ;6
1319;2005-06-15 10:39:05.000;1966;71;2;429;2;15;Sports;1; 0,99 ;3
1320;2005-06-15 10:42:13.000;3764;71;2;823;2;1;Action;1; 2,99 ;4
1321;2005-06-15 10:49:17.000;1496;71;2;327;2;1;Action;1; 4,99 ;3
1322;2005-06-15 10:55:09.000;914;71;2;203;2;14;Sci-Fi;1; 4,99 ;5
1323;2005-06-15 10:55:17.000;2537;71;2;556;2;10;Games;1; 4,99 ;6
1324;2005-06-15 11:02:45.000;1974;71;1;430;1;2;Animation;1; 0,99 ;7
1325;2005-06-15 11:03:24.000;1221;71;2;271;2;1;Action;1; 4,99 ;5
1326;2005-06-15 11:07:39.000;3905;71;2;852;2;3;Children;1; 0,99 ;4
1327;2005-06-15 11:11:39.000;4488;71;2;980;2;12;Music;1; 4,99 ;4
1328;2005-06-15 11:23:27.000;668;71;2;145;2;8;Family;1; 4,99 ;5
1329;2005-06-15 11:25:06.000;2872;71;2;629;2;6;Documentary;1; 0,99 ;7
1330;2005-06-15 11:29:17.000;831;71;2;181;2;16;Travel;1; 2,99 ;7
1331;2005-06-15 11:34:33.000;2949;71;2;647;2;12;Music;1; 0,99 ;4
1332;2005-06-15 11:36:01.000;4531;71;2;989;2;16;Travel;1; 4,99 ;4
1333;2005-06-15 11:37:08.000;2316;71;2;503;2;15;Sports;1; 2,99 ;3
1334;2005-06-15 11:43:09.000;3062;71;1;673;1;12;Music;1; 0,99 ;3
1335;2005-06-15 11:51:30.000;2129;71;2;461;2;2;Animation;1; 0,99 ;3
1336;2005-06-15 12:01:34.000;39;72;1;8;1;11;Horror;1; 4,99 ;6
1337;2005-06-15 12:12:42.000;2001;72;1;436;1;13;New;1; 0,99 ;4
1338;2005-06-15 12:17:34.000;1366;72;2;301;2;11;Horror;1; 0,99 ;4
1339;2005-06-15 12:21:56.000;2096;72;2;455;2;9;Foreign;1; 4,99 ;7
1340;2005-06-15 12:24:15.000;343;72;2;76;2;12;Music;1; 0,99 ;4
1341;2005-06-15 12:26:18.000;2335;72;1;507;1;10;Games;1; 0,99 ;4
1342;2005-06-15 12:26:21.000;4270;72;2;929;2;9;Foreign;1; 4,99 ;5
1343;2005-06-15 12:27:19.000;3694;72;2;808;2;4;Classics;1; 0,99 ;5
1344;2005-06-15 12:29:41.000;1073;72;1;239;1;2;Animation;1; 4,99 ;5
1345;2005-06-15 12:32:13.000;2286;72;2;494;2;11;Horror;1; 0,99 ;4
1346;2005-06-15 12:39:52.000;1955;72;2;426;2;12;Music;1; 4,99 ;7
1347;2005-06-15 12:43:43.000;449;72;1;99;1;5;Comedy;1; 2,99 ;7
1348;2005-06-15 12:45:30.000;147;72;2;31;2;8;Family;1; 4,99 ;5
1349;2005-06-15 12:49:02.000;4063;72;2;886;2;2;Animation;1; 0,99 ;5
1350;2005-06-15 12:50:25.000;3883;72;1;849;1;2;Animation;1; 0,99 ;6
1351;2005-06-15 12:51:03.000;2168;73;2;468;2;3;Children;1; 2,99 ;5
1352;2005-06-15 12:58:27.000;4271;73;1;929;1;9;Foreign;1; 4,99 ;5
1353;2005-06-15 13:13:36.000;360;73;1;79;1;7;Drama;1; 0,99 ;5
1354;2005-06-15 13:13:49.000;2504;73;2;550;2;8;Family;1; 2,99 ;6
1355;2005-06-15 13:13:59.000;860;73;1;189;1;10;Games;1; 0,99 ;3
1356;2005-06-15 13:17:01.000;20;73;2;4;2;11;Horror;1; 2,99 ;5
1357;2005-06-15 13:26:23.000;3445;73;1;755;1;3;Children;1; 4,99 ;5
1358;2005-06-15 13:28:48.000;3562;73;1;778;1;8;Family;1; 4,99 ;3
1359;2005-06-15 13:30:30.000;2858;73;1;626;1;3;Children;1; 2,99 ;5
1360;2005-06-15 13:32:15.000;2152;73;2;465;2;13;New;1; 4,99 ;4
1361;2005-06-15 13:37:38.000;1760;73;1;382;1;10;Games;1; 0,99 ;3
1362;2005-06-15 13:53:32.000;270;73;2;60;2;4;Classics;1; 4,99 ;3
1363;2005-06-15 14:05:11.000;2111;73;1;457;1;6;Documentary;1; 0,99 ;5
1364;2005-06-15 14:05:32.000;2524;73;2;554;2;4;Classics;1; 2,99 ;6
1365;2005-06-15 14:09:55.000;4073;73;1;888;1;6;Documentary;1; 4,99 ;5
1366;2005-06-15 14:21:00.000;1691;74;1;369;1;14;Sci-Fi;1; 4,99 ;4
1367;2005-06-15 14:25:17.000;2291;74;1;496;1;16;Travel;1; 0,99 ;3
1368;2005-06-15 14:27:47.000;53;74;1;11;1;9;Foreign;1; 0,99 ;6
1369;2005-06-15 14:29:14.000;4363;74;2;951;2;4;Classics;1; 0,99 ;6
1370;2005-06-15 14:31:05.000;2381;74;2;519;2;15;Sports;1; 2,99 ;3
1371;2005-06-15 14:38:15.000;1814;74;1;394;1;14;Sci-Fi;1; 2,99 ;7
1372;2005-06-15 14:45:48.000;2701;74;2;593;2;11;Horror;1; 0,99 ;6
1373;2005-06-15 14:48:04.000;1308;74;2;288;2;16;Travel;1; 2,99 ;7
1374;2005-06-15 14:49:54.000;2910;74;2;639;2;8;Family;1; 4,99 ;7
1375;2005-06-15 14:54:56.000;4449;74;1;972;1;14;Sci-Fi;1; 4,99 ;4
1376;2005-06-15 14:59:06.000;2035;74;1;443;1;5;Comedy;1; 2,99 ;6
1377;2005-06-15 15:02:03.000;1162;74;2;257;2;16;Travel;1; 0,99 ;3
1378;2005-06-15 15:03:15.000;2234;74;1;483;1;10;Games;1; 2,99 ;3
1379;2005-06-15 15:05:10.000;395;74;2;88;2;16;Travel;1; 4,99 ;7
1380;2005-06-15 15:13:10.000;163;74;1;35;1;11;Horror;1; 2,99 ;4
1381;2005-06-15 15:17:21.000;3801;74;1;833;1;3;Children;1; 0,99 ;5
1382;2005-06-15 15:18:08.000;2752;75;1;603;1;8;Family;1; 4,99 ;6
1383;2005-06-15 15:20:06.000;1714;75;1;374;1;14;Sci-Fi;1; 0,99 ;3
1384;2005-06-15 15:22:03.000;2199;75;1;476;1;8;Family;1; 2,99 ;5
1385;2005-06-15 15:28:23.000;3149;75;2;691;2;15;Sports;1; 4,99 ;6
1386;2005-06-15 15:38:58.000;350;75;2;77;2;13;New;1; 4,99 ;5
1387;2005-06-15 15:40:56.000;591;75;1;129;1;6;Documentary;1; 2,99 ;3
1388;2005-06-15 15:48:41.000;467;75;2;103;2;16;Travel;1; 4,99 ;7
1389;2005-06-15 15:49:01.000;1914;75;2;416;2;9;Foreign;1; 0,99 ;6
1390;2005-06-15 16:06:29.000;559;75;2;121;2;2;Animation;1; 2,99 ;4
1391;2005-06-15 16:11:21.000;4438;75;1;970;1;4;Classics;1; 0,99 ;7
1392;2005-06-15 16:12:27.000;2459;75;2;537;2;4;Classics;1; 2,99 ;3
1393;2005-06-15 16:12:50.000;3143;75;2;690;2;2;Animation;1; 2,99 ;7
1394;2005-06-15 16:17:21.000;881;75;2;194;2;1;Action;1; 0,99 ;6
1395;2005-06-15 16:21:04.000;2129;75;1;461;1;2;Animation;1; 0,99 ;3
1396;2005-06-15 16:22:38.000;4008;75;2;873;2;3;Children;1; 0,99 ;3
1397;2005-06-15 16:25:26.000;3410;75;1;747;1;10;Games;1; 0,99 ;5
1398;2005-06-15 16:28:42.000;2182;75;2;471;2;4;Classics;1; 2,99 ;7
1399;2005-06-15 16:29:51.000;3798;75;1;832;1;8;Family;1; 0,99 ;5
1400;2005-06-15 16:29:56.000;3248;75;1;715;1;8;Family;1; 4,99 ;3
1401;2005-06-15 16:30:22.000;3962;75;2;863;2;14;Sci-Fi;1; 0,99 ;5
1402;2005-06-15 16:31:08.000;1396;75;1;305;1;13;New;1; 2,99 ;6
1403;2005-06-15 16:31:59.000;3802;75;2;833;2;3;Children;1; 0,99 ;5
1404;2005-06-15 16:38:53.000;951;75;1;212;1;1;Action;1; 4,99 ;7
1405;2005-06-15 16:41:26.000;2035;75;2;443;2;5;Comedy;1; 2,99 ;6
1406;2005-06-15 16:44:00.000;44;75;1;9;1;11;Horror;1; 2,99 ;3
1407;2005-06-15 16:45:07.000;4398;75;2;961;2;9;Foreign;1; 4,99 ;7
1408;2005-06-15 16:57:58.000;836;75;2;183;2;8;Family;1; 4,99 ;4
1409;2005-06-15 16:58:12.000;1190;75;2;265;2;5;Comedy;1; 4,99 ;5
1410;2005-06-15 16:59:46.000;749;75;2;164;2;6;Documentary;1; 0,99 ;4
1411;2005-06-15 17:05:36.000;104;75;1;21;1;1;Action;1; 4,99 ;3
1412;2005-06-15 17:09:48.000;3883;76;1;849;1;2;Animation;1; 0,99 ;6
1413;2005-06-15 17:25:07.000;4327;76;2;942;2;7;Drama;1; 0,99 ;7
1414;2005-06-15 17:26:32.000;3791;76;2;830;2;11;Horror;1; 0,99 ;7
1415;2005-06-15 17:31:57.000;301;76;1;68;1;3;Children;1; 4,99 ;5
1416;2005-06-15 17:44:57.000;2108;76;2;457;2;6;Documentary;1; 0,99 ;5
1417;2005-06-15 17:45:51.000;2895;76;1;636;1;12;Music;1; 0,99 ;5
1418;2005-06-15 17:51:27.000;4316;76;1;940;1;15;Sports;1; 0,99 ;6
1419;2005-06-15 17:54:50.000;1215;76;2;270;2;13;New;1; 0,99 ;7
1420;2005-06-15 17:56:14.000;1930;76;1;418;1;7;Drama;1; 0,99 ;5
1421;2005-06-15 17:57:04.000;1084;76;2;242;2;5;Comedy;1; 0,99 ;4
1422;2005-06-15 18:02:53.000;1973;76;2;430;2;2;Animation;1; 0,99 ;7
1423;2005-06-15 18:08:12.000;2388;76;1;521;1;7;Drama;1; 4,99 ;7
1424;2005-06-15 18:08:14.000;892;76;1;199;1;6;Documentary;1; 2,99 ;4
1425;2005-06-15 18:13:46.000;2164;76;2;467;2;9;Foreign;1; 0,99 ;6
1426;2005-06-15 18:16:24.000;285;76;2;64;2;7;Drama;1; 0,99 ;6
1427;2005-06-15 18:17:28.000;2483;76;2;544;2;6;Documentary;1; 2,99 ;4
1428;2005-06-15 18:19:30.000;1275;76;2;282;2;7;Drama;1; 0,99 ;5
1429;2005-06-15 18:24:10.000;2748;76;1;603;1;8;Family;1; 4,99 ;6
1430;2005-06-15 18:24:55.000;3024;77;1;664;1;1;Action;1; 2,99 ;6
1431;2005-06-15 18:26:29.000;2514;77;1;552;1;6;Documentary;1; 0,99 ;5
1432;2005-06-15 18:27:24.000;928;77;1;206;1;6;Documentary;1; 0,99 ;6
1433;2005-06-15 18:30:00.000;898;77;1;200;1;10;Games;1; 0,99 ;7
1434;2005-06-15 18:30:46.000;3250;77;1;715;1;8;Family;1; 4,99 ;3
1435;2005-06-15 18:32:30.000;144;77;1;30;1;11;Horror;1; 2,99 ;4
1436;2005-06-15 18:35:40.000;2793;77;2;613;2;5;Comedy;1; 0,99 ;5
1437;2005-06-15 18:37:04.000;4318;77;1;941;1;10;Games;1; 4,99 ;4
1438;2005-06-15 18:38:51.000;2976;77;1;652;1;4;Classics;1; 0,99 ;3
1439;2005-06-15 18:45:32.000;2732;77;1;599;1;15;Sports;1; 0,99 ;3
1440;2005-06-15 18:53:14.000;4363;77;2;951;2;4;Classics;1; 0,99 ;6
1441;2005-06-15 18:54:21.000;284;77;2;64;2;7;Drama;1; 0,99 ;6
1442;2005-06-15 18:55:34.000;3057;77;2;672;2;5;Comedy;1; 2,99 ;7
1443;2005-06-15 18:57:51.000;1412;77;1;309;1;8;Family;1; 0,99 ;6
1444;2005-06-15 19:08:16.000;3716;77;2;813;2;15;Sports;1; 0,99 ;7
1445;2005-06-15 19:10:07.000;4375;77;2;956;2;10;Games;1; 4,99 ;7
1446;2005-06-15 19:13:45.000;3305;77;1;727;1;8;Family;1; 0,99 ;6
1447;2005-06-15 19:13:51.000;2785;77;2;611;2;4;Classics;1; 4,99 ;7
1448;2005-06-15 19:17:16.000;943;77;1;209;1;7;Drama;1; 2,99 ;6
1449;2005-06-15 19:19:16.000;93;77;2;19;2;1;Action;1; 0,99 ;6
1450;2005-06-15 19:22:08.000;2854;77;2;625;2;14;Sci-Fi;1; 0,99 ;3
1451;2005-06-15 19:30:18.000;182;78;2;40;2;6;Documentary;1; 0,99 ;4
1452;2005-06-15 19:32:52.000;375;78;2;83;2;8;Family;1; 2,99 ;5
1453;2005-06-15 19:36:39.000;3656;78;2;798;2;14;Sci-Fi;1; 4,99 ;4
1454;2005-06-15 19:49:41.000;619;78;2;135;2;15;Sports;1; 2,99 ;3
1455;2005-06-15 19:51:06.000;4186;78;1;911;1;1;Action;1; 4,99 ;7
1456;2005-06-15 20:00:11.000;2383;78;2;520;2;14;Sci-Fi;1; 2,99 ;7
1457;2005-06-15 20:05:49.000;611;78;2;132;2;14;Sci-Fi;1; 0,99 ;6
1458;2005-06-15 20:24:05.000;1994;78;2;434;2;16;Travel;1; 0,99 ;3
1459;2005-06-15 20:25:53.000;3702;78;1;810;1;8;Family;1; 0,99 ;5
1460;2005-06-15 20:27:02.000;809;78;2;176;2;15;Sports;1; 0,99 ;6
1461;2005-06-15 20:32:08.000;3074;78;2;676;2;15;Sports;1; 4,99 ;7
1462;2005-06-15 20:37:40.000;4406;78;2;963;2;2;Animation;1; 0,99 ;5
1463;2005-06-15 20:37:51.000;1775;78;1;385;1;5;Comedy;1; 4,99 ;6
1464;2005-06-15 20:38:14.000;180;78;1;39;1;14;Sci-Fi;1; 0,99 ;5
1465;2005-06-15 20:43:08.000;1623;78;1;354;1;3;Children;1; 4,99 ;6
1466;2005-06-15 20:46:04.000;4079;78;2;889;2;3;Children;1; 4,99 ;3
1467;2005-06-15 20:47:10.000;2264;78;1;489;1;2;Animation;1; 0,99 ;4
1468;2005-06-15 20:48:22.000;2067;78;1;448;1;13;New;1; 2,99 ;3
1469;2005-06-15 20:52:36.000;740;78;1;162;1;1;Action;1; 2,99 ;4
1470;2005-06-15 20:53:07.000;1496;78;2;327;2;1;Action;1; 4,99 ;3
1471;2005-06-15 20:53:26.000;2304;78;2;501;2;1;Action;1; 4,99 ;3
1472;2005-06-15 20:54:55.000;4049;79;2;881;2;11;Horror;1; 4,99 ;5
1473;2005-06-15 20:55:20.000;3032;79;2;665;2;11;Horror;1; 2,99 ;4
1474;2005-06-15 20:55:42.000;246;79;2;55;2;14;Sci-Fi;1; 2,99 ;6
1475;2005-06-15 21:08:01.000;3851;79;2;843;2;4;Classics;1; 4,99 ;4
1476;2005-06-15 21:08:46.000;3517;79;1;770;1;9;Foreign;1; 2,99 ;5
1477;2005-06-15 21:11:18.000;3834;79;1;840;1;10;Games;1; 0,99 ;5
1478;2005-06-15 21:12:13.000;2920;79;1;641;1;9;Foreign;1; 0,99 ;4
1479;2005-06-15 21:13:38.000;4172;79;2;907;2;7;Drama;1; 0,99 ;4
1480;2005-06-15 21:17:17.000;3775;79;1;827;1;7;Drama;1; 4,99 ;5
1481;2005-06-15 21:17:58.000;3009;79;1;660;1;5;Comedy;1; 2,99 ;7
1482;2005-06-15 21:18:16.000;161;79;1;35;1;11;Horror;1; 2,99 ;4
1483;2005-06-15 21:21:58.000;2551;79;2;559;2;14;Sci-Fi;1; 2,99 ;7
1484;2005-06-15 21:22:35.000;786;79;2;172;2;7;Drama;1; 4,99 ;7
1485;2005-06-15 21:24:10.000;3867;79;2;846;2;13;New;1; 4,99 ;3
1486;2005-06-15 21:25:30.000;4300;79;1;937;1;13;New;1; 2,99 ;7
1487;2005-06-15 21:27:42.000;136;79;1;27;1;15;Sports;1; 0,99 ;7
1488;2005-06-15 21:39:54.000;2417;79;1;527;1;11;Horror;1; 4,99 ;4
1489;2005-06-15 21:41:38.000;1713;79;1;374;1;14;Sci-Fi;1; 0,99 ;3
1490;2005-06-15 21:42:17.000;629;79;1;137;1;14;Sci-Fi;1; 2,99 ;3
1491;2005-06-15 21:48:18.000;2229;80;1;482;1;4;Classics;1; 0,99 ;3
1492;2005-06-15 21:48:35.000;2153;80;2;465;2;13;New;1; 4,99 ;4
1493;2005-06-15 21:50:32.000;2442;80;2;533;2;9;Foreign;1; 2,99 ;4
1494;2005-06-15 21:54:20.000;430;80;1;95;1;13;New;1; 4,99 ;5
1495;2005-06-15 21:54:31.000;432;80;1;95;1;13;New;1; 4,99 ;5
1496;2005-06-15 21:55:58.000;870;80;1;191;1;3;Children;1; 0,99 ;6
1497;2005-06-15 21:56:39.000;3574;80;2;782;2;15;Sports;1; 2,99 ;6
1498;2005-06-15 21:58:00.000;1739;80;2;378;2;12;Music;1; 2,99 ;5
1499;2005-06-15 21:58:07.000;2036;80;1;443;1;5;Comedy;1; 2,99 ;6
1500;2005-06-15 22:00:45.000;4329;80;2;944;2;7;Drama;1; 4,99 ;6
1501;2005-06-15 22:02:35.000;3042;80;2;667;2;15;Sports;1; 2,99 ;3
1502;2005-06-15 22:03:14.000;406;80;2;90;2;13;New;1; 0,99 ;3
1503;2005-06-15 22:07:09.000;550;80;1;119;1;5;Comedy;1; 0,99 ;6
1504;2005-06-15 22:08:06.000;1332;80;1;294;1;16;Travel;1; 4,99 ;5
1505;2005-06-15 22:12:50.000;3050;80;1;670;1;6;Documentary;1; 4,99 ;4
1506;2005-06-15 22:19:37.000;1194;80;2;266;2;4;Classics;1; 0,99 ;4
1507;2005-06-15 22:25:26.000;2571;80;2;563;2;10;Games;1; 4,99 ;6
1508;2005-06-15 22:33:24.000;807;80;2;175;2;8;Family;1; 2,99 ;3
1509;2005-06-15 22:35:53.000;2449;81;1;534;1;8;Family;1; 0,99 ;5
1510;2005-06-15 22:39:34.000;2853;81;2;625;2;14;Sci-Fi;1; 0,99 ;3
1511;2005-06-15 22:45:06.000;4453;81;2;973;2;6;Documentary;1; 4,99 ;3
1512;2005-06-15 22:53:03.000;2301;81;1;500;1;9;Foreign;1; 4,99 ;5
1513;2005-06-15 22:53:30.000;1376;81;2;302;2;10;Games;1; 2,99 ;5
1514;2005-06-15 22:57:34.000;1469;81;2;321;2;13;New;1; 4,99 ;3
1515;2005-06-15 23:07:50.000;2196;81;1;475;1;11;Horror;1; 0,99 ;6
1516;2005-06-15 23:11:10.000;420;81;1;92;1;11;Horror;1; 4,99 ;7
1517;2005-06-15 23:20:26.000;3800;81;2;832;2;8;Family;1; 0,99 ;5
1518;2005-06-15 23:36:37.000;3028;81;2;665;2;11;Horror;1; 2,99 ;4
1519;2005-06-15 23:55:27.000;4339;81;1;945;1;6;Documentary;1; 0,99 ;5
1520;2005-06-15 23:57:20.000;3905;82;1;852;1;3;Children;1; 0,99 ;4
1521;2005-06-15 23:58:53.000;3546;82;2;775;2;7;Drama;1; 4,99 ;4
1522;2005-06-16 00:17:39.000;1816;82;1;395;1;1;Action;1; 0,99 ;4
1523;2005-06-16 00:18:40.000;3711;82;2;812;2;6;Documentary;1; 0,99 ;7
1524;2005-06-16 00:25:52.000;2308;82;2;501;2;1;Action;1; 4,99 ;3
1525;2005-06-16 00:26:07.000;4100;82;1;892;1;2;Animation;1; 4,99 ;3
1526;2005-06-16 00:27:51.000;1975;82;2;430;2;2;Animation;1; 0,99 ;7
1527;2005-06-16 00:31:40.000;2427;82;2;530;2;1;Action;1; 2,99 ;5
1528;2005-06-16 00:32:52.000;258;82;1;57;1;16;Travel;1; 2,99 ;4
1529;2005-06-16 00:37:35.000;3071;82;1;676;1;15;Sports;1; 4,99 ;7
1530;2005-06-16 00:38:07.000;1091;82;2;243;2;2;Animation;1; 4,99 ;3
1531;2005-06-16 00:40:34.000;372;82;1;82;1;8;Family;1; 0,99 ;3
1532;2005-06-16 00:41:31.000;10;82;2;2;2;11;Horror;1; 4,99 ;3
1533;2005-06-16 00:46:02.000;2947;82;2;647;2;12;Music;1; 0,99 ;4
1534;2005-06-16 00:49:32.000;1893;82;2;412;2;6;Documentary;1; 4,99 ;6
1535;2005-06-16 00:52:04.000;3734;82;2;816;2;2;Animation;1; 0,99 ;3
1536;2005-06-16 00:52:22.000;1224;82;2;271;2;1;Action;1; 4,99 ;5
1537;2005-06-16 00:52:51.000;1053;82;2;234;2;14;Sci-Fi;1; 2,99 ;6
1538;2005-06-16 01:05:50.000;2745;83;2;602;2;14;Sci-Fi;1; 0,99 ;5
1539;2005-06-16 01:11:25.000;491;83;1;109;1;13;New;1; 0,99 ;3
1540;2005-06-16 01:14:56.000;4388;83;2;958;2;7;Drama;1; 2,99 ;6
1541;2005-06-16 01:15:59.000;1294;83;2;285;2;14;Sci-Fi;1; 0,99 ;3
1542;2005-06-16 01:20:05.000;1648;83;2;360;2;1;Action;1; 0,99 ;4
1543;2005-06-16 01:24:08.000;1382;83;1;303;1;1;Action;1; 0,99 ;6
1544;2005-06-16 01:28:22.000;215;83;2;48;2;3;Children;1; 4,99 ;3
1545;2005-06-16 01:31:23.000;604;83;2;131;2;4;Classics;1; 4,99 ;5
1546;2005-06-16 01:34:05.000;4042;83;1;880;1;2;Animation;1; 2,99 ;6
1547;2005-06-16 01:42:24.000;1121;83;2;249;2;4;Classics;1; 0,99 ;7
1548;2005-06-16 01:43:33.000;1828;83;2;397;2;14;Sci-Fi;1; 2,99 ;5
1549;2005-06-16 01:57:15.000;1049;83;2;234;2;14;Sci-Fi;1; 2,99 ;6
1550;2005-06-16 01:58:35.000;354;83;1;78;1;2;Animation;1; 2,99 ;7
1551;2005-06-16 02:01:15.000;2228;83;1;482;1;4;Classics;1; 0,99 ;3
1552;2005-06-16 02:01:37.000;3342;83;2;734;2;6;Documentary;1; 4,99 ;4
1553;2005-06-16 02:02:44.000;2485;83;2;545;2;9;Foreign;1; 0,99 ;4
1554;2005-06-16 02:16:47.000;1438;84;1;314;1;2;Animation;1; 0,99 ;3
1555;2005-06-16 02:17:07.000;1183;84;2;263;2;15;Sports;1; 4,99 ;6
1556;2005-06-16 02:19:02.000;3628;84;2;791;2;6;Documentary;1; 4,99 ;3
1557;2005-06-16 02:28:35.000;2272;84;1;491;1;3;Children;1; 0,99 ;4
1558;2005-06-16 02:33:53.000;4484;84;1;979;1;7;Drama;1; 4,99 ;6
1559;2005-06-16 02:35:03.000;1551;84;2;341;2;4;Classics;1; 0,99 ;5
1560;2005-06-16 02:36:43.000;3588;84;1;785;1;16;Travel;1; 4,99 ;6
1561;2005-06-16 02:41:30.000;3102;84;1;681;1;15;Sports;1; 0,99 ;4
1562;2005-06-16 02:46:27.000;656;84;1;142;1;6;Documentary;1; 0,99 ;3
1563;2005-06-16 02:46:28.000;2202;84;1;476;1;8;Family;1; 2,99 ;5
1564;2005-06-16 02:47:07.000;3733;84;2;816;2;2;Animation;1; 0,99 ;3
1565;2005-06-16 03:13:09.000;2339;84;1;508;1;10;Games;1; 4,99 ;6
1566;2005-06-16 03:13:20.000;2341;84;1;509;1;3;Children;1; 0,99 ;5
1567;2005-06-16 03:13:30.000;2191;84;2;473;2;7;Drama;1; 2,99 ;5
1568;2005-06-16 03:14:01.000;3007;84;2;660;2;5;Comedy;1; 2,99 ;7
1569;2005-06-16 03:19:09.000;4175;84;2;908;2;9;Foreign;1; 4,99 ;3
1570;2005-06-16 03:21:33.000;3531;84;1;773;1;15;Sports;1; 2,99 ;6
1571;2005-06-16 03:22:00.000;1844;84;2;402;2;2;Animation;1; 0,99 ;3
1572;2005-06-16 03:23:22.000;3925;84;1;856;1;11;Horror;1; 4,99 ;5
1573;2005-06-16 03:31:39.000;3244;84;2;714;2;14;Sci-Fi;1; 2,99 ;6
1574;2005-06-16 03:39:56.000;3010;84;2;661;2;9;Foreign;1; 4,99 ;5
1575;2005-06-16 03:41:38.000;4121;84;2;896;2;3;Children;1; 0,99 ;3
1576;2005-06-16 03:54:39.000;2470;84;2;541;2;2;Animation;1; 2,99 ;5
1577;2005-06-16 04:03:28.000;2646;85;1;580;1;13;New;1; 4,99 ;3
1578;2005-06-16 04:08:16.000;4427;85;1;968;1;1;Action;1; 4,99 ;6
1579;2005-06-16 04:09:08.000;2754;85;2;604;2;5;Comedy;1; 0,99 ;4
1580;2005-06-16 04:12:25.000;4424;85;1;967;1;14;Sci-Fi;1; 2,99 ;5
1581;2005-06-16 04:28:45.000;1957;85;1;427;1;6;Documentary;1; 0,99 ;5
1582;2005-06-16 04:31:57.000;796;85;1;174;1;12;Music;1; 4,99 ;6
1583;2005-06-16 04:44:23.000;462;85;2;101;2;6;Documentary;1; 0,99 ;3
1584;2005-06-16 04:50:50.000;4115;85;1;895;1;4;Classics;1; 2,99 ;3
1585;2005-06-16 04:51:13.000;179;85;2;39;2;14;Sci-Fi;1; 0,99 ;5
1586;2005-06-16 04:51:18.000;3709;85;2;811;2;16;Travel;1; 2,99 ;4
1587;2005-06-16 04:52:28.000;4091;85;2;891;2;4;Classics;1; 0,99 ;3
1588;2005-06-16 04:53:21.000;1312;85;1;290;1;9;Foreign;1; 0,99 ;4
1589;2005-06-16 04:58:03.000;1216;85;2;270;2;13;New;1; 0,99 ;7
1590;2005-06-16 05:11:41.000;1494;85;2;327;2;1;Action;1; 4,99 ;3
1591;2005-06-16 05:12:37.000;1857;85;2;405;2;16;Travel;1; 4,99 ;6
1592;2005-06-16 05:14:37.000;1831;85;2;397;2;14;Sci-Fi;1; 2,99 ;5
1593;2005-06-16 05:14:52.000;1191;85;2;265;2;5;Comedy;1; 4,99 ;5
1594;2005-06-16 05:15:12.000;1914;85;1;416;1;9;Foreign;1; 0,99 ;6
1595;2005-06-16 05:23:46.000;965;85;2;215;2;10;Games;1; 4,99 ;4
