rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,film_id,store_id,category_id,name,rental_duration,rental_rate,replacement_cost
1063,2005-05-31 08:44:29,2484,7,2005-06-09 08:00:29,1,545,1,9,Foreign,4,0.99,14.99
1922,2005-06-17 06:04:25,2484,343,2005-06-18 09:15:25,2,545,1,9,Foreign,4,0.99,14.99
4796,2005-07-08 16:35:44,2484,9,2005-07-13 11:08:44,2,545,1,9,Foreign,4,0.99,14.99
8209,2005-07-28 23:29:28,2484,127,2005-08-07 04:22:28,2,545,1,9,Foreign,4,0.99,14.99
1443,2005-06-15 18:57:51,2485,435,2005-06-18 14:18:51,2,545,1,9,Foreign,4,0.99,14.99
5167,2005-07-09 09:18:43,2485,437,2005-07-14 12:59:43,2,545,1,9,Foreign,4,0.99,14.99
9867,2005-07-31 13:17:04,2485,83,2005-08-05 07:17:04,2,545,1,9,Foreign,4,0.99,14.99
2673,2005-06-19 11:42:20,2487,29,2005-06-23 07:16:20,1,545,1,9,Foreign,4,0.99,14.99
6425,2005-07-11 23:54:52,2487,339,2005-07-13 18:37:52,1,545,1,9,Foreign,4,0.99,14.99
9712,2005-07-31 08:13:11,2487,219,2005-08-08 12:40:11,2,545,1,9,Foreign,4,0.99,14.99
3228,2005-06-21 02:20:24,2489,535,2005-06-29 00:50:24,2,545,2,9,Foreign,4,0.99,14.99
6441,2005-07-12 00:27:08,2489,505,2005-07-14 03:12:08,1,545,2,9,Foreign,4,0.99,14.99
9432,2005-07-30 21:26:18,2489,570,2005-08-05 00:23:18,1,545,2,9,Foreign,4,0.99,14.99
5346,2005-07-09 17:29:01,2488,287,2005-07-14 12:47:01,2,545,2,9,Foreign,4,0.99,14.99
287,2005-05-26 19:44:54,3631,17,2005-06-02 01:10:54,1,792,2,9,Foreign,7,2.99,15.99
1976,2005-06-17 09:38:08,3631,184,2005-06-23 07:23:08,2,792,2,9,Foreign,7,2.99,15.99
4525,2005-07-08 03:15:00,3631,458,2005-07-11 04:53:00,1,792,2,9,Foreign,7,2.99,15.99
8225,2005-07-28 23:59:29,3631,41,2005-07-30 03:27:29,2,792,2,9,Foreign,7,2.99,15.99
917,2005-05-30 11:27:06,3629,385,2005-06-02 08:31:06,1,792,2,9,Foreign,7,2.99,15.99
2244,2005-06-18 04:46:33,3629,233,2005-06-20 04:28:33,1,792,2,9,Foreign,7,2.99,15.99
4588,2005-07-08 06:18:01,3629,198,2005-07-10 08:59:01,1,792,2,9,Foreign,7,2.99,15.99
8143,2005-07-28 20:23:11,3629,429,2005-08-01 18:17:11,1,792,2,9,Foreign,7,2.99,15.99
941,2005-05-30 15:02:25,3630,562,2005-06-01 17:19:25,1,792,2,9,Foreign,7,2.99,15.99
2449,2005-06-18 19:18:36,3630,498,2005-06-27 23:49:36,1,792,2,9,Foreign,7,2.99,15.99
5642,2005-07-10 06:46:08,3630,299,2005-07-13 10:03:08,1,792,2,9,Foreign,7,2.99,15.99
9728,2005-07-31 08:40:54,3630,399,2005-08-03 04:14:54,2,792,2,9,Foreign,7,2.99,15.99
302,2005-05-26 21:13:46,2921,387,2005-06-03 15:49:46,2,641,2,9,Foreign,4,0.99,21.99
1440,2005-06-15 18:53:14,2921,26,2005-06-24 15:28:14,1,641,2,9,Foreign,4,0.99,21.99
4833,2005-07-08 18:07:35,2921,581,2005-07-13 15:29:35,2,641,2,9,Foreign,4,0.99,21.99
8215,2005-07-28 23:43:56,2921,437,2005-08-03 19:30:56,2,641,2,9,Foreign,4,0.99,21.99
349,2005-05-27 04:53:11,2920,36,2005-05-28 06:33:11,2,641,2,9,Foreign,4,0.99,21.99
2558,2005-06-19 03:09:16,2920,361,2005-06-24 05:29:16,1,641,2,9,Foreign,4,0.99,21.99
3748,2005-07-06 12:11:22,2920,79,2005-07-12 07:22:22,1,641,2,9,Foreign,4,0.99,21.99
8880,2005-07-30 00:16:55,2920,51,2005-08-01 01:05:55,1,641,2,9,Foreign,4,0.99,21.99
3038,2005-06-20 12:28:59,2919,27,2005-06-25 07:48:59,1,641,2,9,Foreign,4,0.99,21.99
6889,2005-07-12 21:01:22,2919,198,2005-07-20 20:16:22,2,641,2,9,Foreign,4,0.99,21.99
6925,2005-07-26 22:52:32,2919,42,2005-07-29 21:22:32,1,641,2,9,Foreign,4,0.99,21.99
4134,2005-07-07 08:14:24,2917,183,2005-07-09 10:42:24,1,641,1,9,Foreign,4,0.99,21.99
9116,2005-07-30 09:19:41,2917,446,2005-08-03 08:01:41,2,641,1,9,Foreign,4,0.99,21.99
5546,2005-07-10 02:50:37,2918,515,2005-07-16 08:22:37,1,641,2,9,Foreign,4,0.99,21.99
10729,2005-08-01 19:21:11,2918,595,2005-08-07 21:20:11,2,641,2,9,Foreign,4,0.99,21.99
10274,2005-08-01 03:16:51,2916,375,2005-08-04 22:22:51,2,641,1,9,Foreign,4,0.99,21.99
10804,2005-08-01 22:22:11,2915,596,2005-08-03 03:42:11,2,641,1,9,Foreign,4,0.99,21.99
303,2005-05-26 21:16:52,1111,596,2005-05-27 23:41:52,2,246,2,9,Foreign,5,4.99,16.99
3318,2005-06-21 08:23:05,1111,414,2005-06-27 14:07:05,2,246,2,9,Foreign,5,4.99,16.99
3918,2005-07-06 20:26:15,1111,435,2005-07-15 20:32:15,1,246,2,9,Foreign,5,4.99,16.99
8801,2005-07-29 21:25:22,1111,590,2005-08-01 00:02:22,1,246,2,9,Foreign,5,4.99,16.99
6150,2005-07-11 09:23:56,1110,418,2005-07-15 10:56:56,2,246,2,9,Foreign,5,4.99,16.99
7676,2005-07-28 02:55:27,1110,508,2005-08-01 03:50:27,2,246,2,9,Foreign,5,4.99,16.99
377,2005-05-27 09:04:05,3012,170,2005-06-02 03:36:05,2,661,1,9,Foreign,5,4.99,17.99
2875,2005-06-20 00:47:18,3012,186,2005-06-25 18:54:18,2,661,1,9,Foreign,5,4.99,17.99
4701,2005-07-08 11:38:48,3012,522,2005-07-13 15:59:48,2,661,1,9,Foreign,5,4.99,17.99
11064,2005-08-02 06:55:17,3012,338,2005-08-06 03:29:17,1,661,1,9,Foreign,5,4.99,17.99
3476,2005-07-05 23:02:37,3011,490,2005-07-10 22:17:37,2,661,1,9,Foreign,5,4.99,17.99
10144,2005-07-31 22:13:52,3011,49,2005-08-05 19:27:52,1,661,1,9,Foreign,5,4.99,17.99
6118,2005-07-11 07:43:08,3013,13,2005-07-20 03:17:08,1,661,1,9,Foreign,5,4.99,17.99
9637,2005-07-31 05:18:54,3013,130,2005-08-03 01:23:54,2,661,1,9,Foreign,5,4.99,17.99
9680,2005-07-31 06:41:46,3010,84,2005-08-01 11:02:46,2,661,1,9,Foreign,5,4.99,17.99
431,2005-05-27 16:31:05,4507,334,2005-06-05 11:29:05,1,984,1,9,Foreign,3,2.99,20.99
1699,2005-06-16 13:05:09,4507,27,2005-06-17 09:53:09,2,984,1,9,Foreign,3,2.99,20.99
4546,2005-07-08 04:18:36,4507,393,2005-07-17 08:23:36,1,984,1,9,Foreign,3,2.99,20.99
8644,2005-07-29 14:45:45,4507,314,2005-08-03 20:10:45,2,984,1,9,Foreign,3,2.99,20.99
2311,2005-06-18 08:51:29,4506,236,2005-06-25 07:51:29,1,984,1,9,Foreign,3,2.99,20.99
3861,2005-07-06 17:24:49,4506,202,2005-07-15 22:19:49,2,984,1,9,Foreign,3,2.99,20.99
7144,2005-07-27 07:00:37,4506,485,2005-08-01 06:57:37,1,984,1,9,Foreign,3,2.99,20.99
464,2005-05-27 20:42:44,1313,193,2005-05-30 00:49:44,2,290,1,9,Foreign,4,0.99,29.99
2494,2005-06-18 22:15:09,1313,434,2005-06-25 17:23:09,1,290,1,9,Foreign,4,0.99,29.99
4284,2005-07-07 15:31:57,1313,521,2005-07-09 10:20:57,2,290,1,9,Foreign,4,0.99,29.99
939,2005-05-30 14:49:34,1314,367,2005-06-01 19:00:34,1,290,1,9,Foreign,4,0.99,29.99
1245,2005-06-15 05:09:01,1314,234,2005-06-22 06:55:01,2,290,1,9,Foreign,4,0.99,29.99
3822,2005-07-06 15:41:15,1314,241,2005-07-07 16:41:15,1,290,1,9,Foreign,4,0.99,29.99
8302,2005-07-29 03:01:24,1314,103,2005-07-30 01:08:24,2,290,1,9,Foreign,4,0.99,29.99
5519,2005-07-10 01:18:32,1312,85,2005-07-11 20:39:32,1,290,1,9,Foreign,4,0.99,29.99
7360,2005-07-27 14:52:06,1312,467,2005-08-02 12:24:06,2,290,1,9,Foreign,4,0.99,29.99
477,2005-05-27 22:33:33,2437,161,2005-06-02 18:35:33,2,531,2,9,Foreign,3,0.99,18.99
3169,2005-06-20 21:55:54,2437,50,2005-06-25 19:45:54,1,531,2,9,Foreign,3,0.99,18.99
5421,2005-07-09 20:49:12,2437,33,2005-07-10 16:30:12,1,531,2,9,Foreign,3,0.99,18.99
7631,2005-07-28 01:01:15,2437,132,2005-08-01 06:16:15,2,531,2,9,Foreign,3,0.99,18.99
1748,2005-06-16 16:54:03,2434,473,2005-06-18 20:11:03,1,531,2,9,Foreign,3,0.99,18.99
4635,2005-07-08 08:42:40,2434,65,2005-07-14 10:31:40,1,531,2,9,Foreign,3,0.99,18.99
7345,2005-07-27 14:29:53,2434,572,2005-08-03 18:38:53,2,531,2,9,Foreign,3,0.99,18.99
2214,2005-06-18 02:44:37,2430,366,2005-06-18 23:37:37,2,531,1,9,Foreign,3,0.99,18.99
3496,2005-07-05 23:59:15,2430,295,2005-07-09 19:39:15,2,531,1,9,Foreign,3,0.99,18.99
8146,2005-07-28 20:37:36,2430,476,2005-07-31 16:03:36,2,531,1,9,Foreign,3,0.99,18.99
4641,2005-07-08 09:09:46,2436,26,2005-07-17 03:54:46,2,531,2,9,Foreign,3,0.99,18.99
6943,2005-07-26 23:28:13,2436,21,2005-07-30 02:22:13,2,531,2,9,Foreign,3,0.99,18.99
5506,2005-07-10 00:45:48,2432,117,2005-07-18 20:35:48,2,531,1,9,Foreign,3,0.99,18.99
7158,2005-07-27 07:23:58,2432,38,2005-08-03 06:00:58,2,531,1,9,Foreign,3,0.99,18.99
6022,2005-07-11 02:15:53,2435,469,2005-07-13 03:40:53,2,531,2,9,Foreign,3,0.99,18.99
10451,2005-08-01 09:11:25,2435,9,2005-08-03 12:37:25,2,531,2,9,Foreign,3,0.99,18.99
6740,2005-07-12 14:22:08,2431,139,2005-07-14 14:35:08,1,531,1,9,Foreign,3,0.99,18.99
7994,2005-07-28 14:56:54,2431,21,2005-07-30 09:56:54,2,531,1,9,Foreign,3,0.99,18.99
7241,2005-07-27 10:25:49,2433,354,2005-07-28 05:30:49,2,531,1,9,Foreign,3,0.99,18.99
481,2005-05-27 22:49:27,72,445,2005-05-30 17:46:27,2,15,1,9,Foreign,5,2.99,10.99
2699,2005-06-19 13:29:28,72,267,2005-06-24 11:15:28,2,15,1,9,Foreign,5,2.99,10.99
4443,2005-07-07 23:05:53,72,389,2005-07-16 01:46:53,1,15,1,9,Foreign,5,2.99,10.99
10362,2005-08-01 05:55:13,72,181,2005-08-10 10:23:13,2,15,1,9,Foreign,5,2.99,10.99
505,2005-05-28 02:06:37,71,111,2005-05-29 06:57:37,1,15,1,9,Foreign,5,2.99,10.99
2074,2005-06-17 16:40:03,71,495,2005-06-20 21:34:03,1,15,1,9,Foreign,5,2.99,10.99
6090,2005-07-11 05:47:08,71,241,2005-07-20 07:52:08,2,15,1,9,Foreign,5,2.99,10.99
1277,2005-06-15 08:01:29,76,464,2005-06-22 07:16:29,2,15,2,9,Foreign,5,2.99,10.99
4333,2005-07-07 18:31:50,76,113,2005-07-08 21:26:50,1,15,2,9,Foreign,5,2.99,10.99
10230,2005-08-01 01:49:36,76,398,2005-08-05 01:29:36,2,15,2,9,Foreign,5,2.99,10.99
3826,2005-07-06 15:51:58,73,451,2005-07-13 12:35:58,1,15,2,9,Foreign,5,2.99,10.99
9263,2005-07-30 14:48:24,73,410,2005-08-04 19:06:24,2,15,2,9,Foreign,5,2.99,10.99
5036,2005-07-09 02:58:41,75,573,2005-07-17 04:09:41,1,15,2,9,Foreign,5,2.99,10.99
8863,2005-07-29 23:52:01,75,47,2005-08-04 20:28:01,1,15,2,9,Foreign,5,2.99,10.99
6965,2005-07-27 00:15:18,74,185,2005-07-28 04:30:18,2,15,2,9,Foreign,5,2.99,10.99
482,2005-05-27 22:53:02,4178,546,2005-06-01 22:53:02,2,908,2,9,Foreign,3,4.99,11.99
3212,2005-06-21 01:04:35,4178,21,2005-06-30 00:10:35,2,908,2,9,Foreign,3,4.99,11.99
4880,2005-07-08 19:36:17,4178,269,2005-07-13 00:01:17,1,908,2,9,Foreign,3,4.99,11.99
9472,2005-07-30 23:03:32,4178,404,2005-08-01 18:02:32,1,908,2,9,Foreign,3,4.99,11.99
1264,2005-06-15 06:59:39,4176,439,2005-06-18 08:10:39,2,908,1,9,Foreign,3,4.99,11.99
5681,2005-07-10 08:48:39,4176,50,2005-07-18 07:17:39,1,908,1,9,Foreign,3,4.99,11.99
10830,2005-08-01 23:18:06,4176,148,2005-08-06 23:15:06,2,908,1,9,Foreign,3,4.99,11.99
2005,2005-06-17 11:44:54,4177,234,2005-06-19 10:53:54,1,908,2,9,Foreign,3,4.99,11.99
5969,2005-07-11 00:03:22,4177,433,2005-07-18 01:28:22,2,908,2,9,Foreign,3,4.99,11.99
8057,2005-07-28 17:07:13,4177,483,2005-08-03 16:25:13,1,908,2,9,Foreign,3,4.99,11.99
6415,2005-07-11 23:27:52,4175,84,2005-07-19 22:29:52,2,908,1,9,Foreign,3,4.99,11.99
8939,2005-07-30 02:56:53,4175,598,2005-08-01 21:19:53,1,908,1,9,Foreign,3,4.99,11.99
492,2005-05-28 00:24:58,1999,228,2005-05-28 22:34:58,1,435,1,9,Foreign,6,4.99,28.99
2248,2005-06-18 04:59:48,1999,446,2005-06-19 08:51:48,2,435,1,9,Foreign,6,4.99,28.99
5010,2005-07-09 01:33:23,1999,574,2005-07-14 04:00:23,2,435,1,9,Foreign,6,4.99,28.99
8416,2005-07-29 06:52:54,1999,315,2005-08-05 09:50:54,2,435,1,9,Foreign,6,4.99,28.99
2937,2005-06-20 05:15:37,1998,15,2005-06-27 02:45:37,1,435,1,9,Foreign,6,4.99,28.99
4515,2005-07-08 02:42:03,1998,229,2005-07-10 07:22:03,2,435,1,9,Foreign,6,4.99,28.99
504,2005-05-28 02:05:34,2086,170,2005-05-30 23:03:34,1,452,2,9,Foreign,4,0.99,15.99
2267,2005-06-18 06:10:23,2086,218,2005-06-20 00:39:23,2,452,2,9,Foreign,4,0.99,15.99
6186,2005-07-11 11:26:41,2086,128,2005-07-17 12:02:41,2,452,2,9,Foreign,4,0.99,15.99
8404,2005-07-29 06:27:01,2086,65,2005-08-07 04:33:01,1,452,2,9,Foreign,4,0.99,15.99
1110,2005-05-31 15:22:51,2085,355,2005-06-07 14:32:51,1,452,2,9,Foreign,4,0.99,15.99
1966,2005-06-17 09:19:45,2085,6,2005-06-20 11:19:45,1,452,2,9,Foreign,4,0.99,15.99
3910,2005-07-06 20:05:18,2085,248,2005-07-10 18:51:18,1,452,2,9,Foreign,4,0.99,15.99
10668,2005-08-01 17:00:27,2085,58,2005-08-02 14:49:27,2,452,2,9,Foreign,4,0.99,15.99
3894,2005-07-06 19:01:39,2087,149,2005-07-12 21:35:39,2,452,2,9,Foreign,4,0.99,15.99
7915,2005-07-28 11:49:46,2088,186,2005-08-04 12:21:46,2,452,2,9,Foreign,4,0.99,15.99
517,2005-05-28 03:17:57,234,403,2005-05-29 06:33:57,1,52,2,9,Foreign,6,0.99,29.99
2234,2005-06-18 04:01:28,234,182,2005-06-24 04:55:28,2,52,2,9,Foreign,6,0.99,29.99
4088,2005-07-07 05:31:55,234,66,2005-07-15 07:35:55,1,52,2,9,Foreign,6,0.99,29.99
10450,2005-08-01 09:10:03,234,380,2005-08-08 12:34:03,1,52,2,9,Foreign,6,0.99,29.99
6702,2005-07-12 12:48:03,233,164,2005-07-13 11:55:03,1,52,2,9,Foreign,6,0.99,29.99
8399,2005-07-29 06:20:18,233,286,2005-08-04 01:26:18,1,52,2,9,Foreign,6,0.99,29.99
563,2005-05-28 09:10:49,53,324,2005-06-06 11:32:49,1,11,1,9,Foreign,6,0.99,16.99
2517,2005-06-19 00:11:26,53,74,2005-06-25 02:19:26,1,11,1,9,Foreign,6,0.99,16.99
5461,2005-07-09 22:48:04,53,244,2005-07-10 17:56:04,2,11,1,9,Foreign,6,0.99,16.99
8365,2005-07-29 05:11:00,53,280,2005-07-30 05:30:00,2,11,1,9,Foreign,6,0.99,16.99
633,2005-05-28 17:37:59,58,360,2005-06-03 22:49:59,2,11,2,9,Foreign,6,0.99,16.99
2033,2005-06-17 13:24:43,58,90,2005-06-20 12:34:43,1,11,2,9,Foreign,6,0.99,16.99
4785,2005-07-08 16:10:19,58,474,2005-07-11 18:52:19,1,11,2,9,Foreign,6,0.99,16.99
10045,2005-07-31 19:04:35,58,118,2005-08-07 16:53:35,1,11,2,9,Foreign,6,0.99,16.99
1326,2005-06-15 11:07:39,59,548,2005-06-22 05:55:39,2,11,2,9,Foreign,6,0.99,16.99
5692,2005-07-10 09:32:22,59,244,2005-07-15 15:20:22,2,11,2,9,Foreign,6,0.99,16.99
8596,2005-07-29 12:48:54,59,233,2005-08-04 07:19:54,2,11,2,9,Foreign,6,0.99,16.99
4027,2005-07-07 02:19:01,56,116,2005-07-10 01:12:01,1,11,1,9,Foreign,6,0.99,16.99
5418,2005-07-09 20:41:35,55,114,2005-07-14 00:15:35,1,11,1,9,Foreign,6,0.99,16.99
7635,2005-07-28 01:08:11,55,413,2005-08-01 03:32:11,2,11,1,9,Foreign,6,0.99,16.99
10119,2005-07-31 21:20:59,54,351,2005-08-02 23:14:59,2,11,1,9,Foreign,6,0.99,16.99
11069,2005-08-02 07:09:34,57,4,2005-08-08 08:39:34,1,11,2,9,Foreign,6,0.99,16.99
572,2005-05-28 10:30:13,1899,337,2005-06-02 05:04:13,2,414,1,9,Foreign,3,2.99,23.99
3157,2005-06-20 21:07:54,1899,245,2005-06-23 16:01:54,1,414,1,9,Foreign,3,2.99,23.99
5319,2005-07-09 16:17:44,1899,282,2005-07-18 16:35:44,1,414,1,9,Foreign,3,2.99,23.99
7178,2005-07-27 08:09:25,1899,31,2005-07-29 13:00:25,2,414,1,9,Foreign,3,2.99,23.99
2009,2005-06-17 11:48:31,1902,119,2005-06-18 09:34:31,2,414,2,9,Foreign,3,2.99,23.99
5516,2005-07-10 01:13:52,1902,581,2005-07-15 22:56:52,1,414,2,9,Foreign,3,2.99,23.99
7362,2005-07-27 14:58:27,1902,419,2005-08-01 11:51:27,1,414,2,9,Foreign,3,2.99,23.99
4141,2005-07-07 08:19:20,1904,456,2005-07-11 06:54:20,1,414,2,9,Foreign,3,2.99,23.99
7237,2005-07-27 10:12:36,1904,29,2005-07-31 08:40:36,2,414,2,9,Foreign,3,2.99,23.99
5730,2005-07-10 11:28:32,1903,301,2005-07-11 11:45:32,2,414,2,9,Foreign,3,2.99,23.99
8966,2005-07-30 03:54:12,1903,522,2005-07-31 04:51:12,1,414,2,9,Foreign,3,2.99,23.99
6879,2005-07-12 20:37:37,1901,416,2005-07-20 15:40:37,2,414,1,9,Foreign,3,2.99,23.99
8236,2005-07-29 00:27:04,1901,369,2005-07-31 05:02:04,2,414,1,9,Foreign,3,2.99,23.99
10022,2005-07-31 18:25:30,1900,115,2005-08-04 13:35:30,1,414,1,9,Foreign,3,2.99,23.99
590,2005-05-28 13:06:50,473,462,2005-06-02 09:18:50,1,104,2,9,Foreign,4,2.99,17.99
1184,2005-06-15 00:49:36,473,295,2005-06-22 23:39:36,2,104,2,9,Foreign,4,2.99,17.99
3493,2005-07-05 23:46:19,473,169,2005-07-15 02:31:19,1,104,2,9,Foreign,4,2.99,17.99
8713,2005-07-29 17:31:19,473,433,2005-08-02 16:37:19,2,104,2,9,Foreign,4,2.99,17.99
2426,2005-06-18 17:40:44,474,543,2005-06-22 14:30:44,2,104,2,9,Foreign,4,2.99,17.99
4252,2005-07-07 14:13:05,474,154,2005-07-09 14:17:05,1,104,2,9,Foreign,4,2.99,17.99
9862,2005-07-31 13:05:03,474,513,2005-08-01 09:05:03,2,104,2,9,Foreign,4,2.99,17.99
10025,2005-07-31 18:29:09,475,565,2005-08-07 14:20:09,2,104,2,9,Foreign,4,2.99,17.99
617,2005-05-28 15:49:14,4142,372,2005-05-31 14:29:14,2,900,1,9,Foreign,6,2.99,17.99
1897,2005-06-17 04:26:23,4142,422,2005-06-25 09:32:23,2,900,1,9,Foreign,6,2.99,17.99
4026,2005-07-07 02:15:48,4142,251,2005-07-14 04:15:48,2,900,1,9,Foreign,6,2.99,17.99
9958,2005-07-31 16:03:56,4142,157,2005-08-04 15:21:56,2,900,1,9,Foreign,6,2.99,17.99
1263,2005-06-15 06:56:39,4144,540,2005-06-16 11:08:39,1,900,2,9,Foreign,6,2.99,17.99
5336,2005-07-09 17:01:08,4144,410,2005-07-11 19:22:08,2,900,2,9,Foreign,6,2.99,17.99
10408,2005-08-01 07:42:10,4144,334,2005-08-09 02:29:10,2,900,2,9,Foreign,6,2.99,17.99
4697,2005-07-08 11:19:14,4143,224,2005-07-12 07:14:14,2,900,2,9,Foreign,6,2.99,17.99
7773,2005-07-28 07:02:17,4143,380,2005-07-30 04:16:17,2,900,2,9,Foreign,6,2.99,17.99
8473,2005-07-29 08:36:53,4141,311,2005-07-31 12:14:53,1,900,1,9,Foreign,6,2.99,17.99
620,2005-05-28 15:54:45,2444,321,2005-06-04 20:26:45,1,533,1,9,Foreign,4,2.99,21.99
1170,2005-06-14 23:47:35,2444,595,2005-06-17 05:28:35,2,533,1,9,Foreign,4,2.99,21.99
5328,2005-07-09 16:48:29,2444,247,2005-07-17 20:20:29,2,533,1,9,Foreign,4,2.99,21.99
8112,2005-07-28 19:11:07,2444,528,2005-08-03 18:41:07,1,533,1,9,Foreign,4,2.99,21.99
922,2005-05-30 11:55:55,2442,550,2005-06-08 10:12:55,2,533,1,9,Foreign,4,2.99,21.99
3367,2005-06-21 13:08:21,2442,80,2005-06-26 08:43:21,2,533,1,9,Foreign,4,2.99,21.99
3603,2005-07-06 05:25:03,2442,330,2005-07-12 08:14:03,1,533,1,9,Foreign,4,2.99,21.99
7974,2005-07-28 14:11:57,2442,380,2005-08-02 19:25:57,2,533,1,9,Foreign,4,2.99,21.99
10868,2005-08-02 00:25:15,2443,562,2005-08-10 02:31:15,2,533,1,9,Foreign,4,2.99,21.99
626,2005-05-28 16:58:09,452,584,2005-06-01 14:02:09,2,100,1,9,Foreign,7,4.99,21.99
2482,2005-06-18 21:10:44,452,122,2005-06-19 20:39:44,1,100,1,9,Foreign,7,4.99,21.99
5868,2005-07-10 18:39:16,452,429,2005-07-15 21:19:16,1,100,1,9,Foreign,7,4.99,21.99
7480,2005-07-27 19:19:53,452,344,2005-08-02 01:01:53,1,100,1,9,Foreign,7,4.99,21.99
777,2005-05-29 14:07:58,451,360,2005-06-03 08:41:58,2,100,1,9,Foreign,7,4.99,21.99
3435,2005-06-21 19:14:58,451,591,2005-06-24 19:58:58,1,100,1,9,Foreign,7,4.99,21.99
5089,2005-07-09 05:45:40,451,289,2005-07-15 05:31:40,1,100,1,9,Foreign,7,4.99,21.99
9376,2005-07-30 19:11:49,451,86,2005-08-04 18:14:49,1,100,1,9,Foreign,7,4.99,21.99
3429,2005-06-21 18:46:05,456,599,2005-06-30 17:28:05,1,100,2,9,Foreign,7,4.99,21.99
5148,2005-07-09 08:22:46,456,48,2005-07-18 04:36:46,1,100,2,9,Foreign,7,4.99,21.99
9083,2005-07-30 08:14:27,456,488,2005-08-07 14:02:27,1,100,2,9,Foreign,7,4.99,21.99
4517,2005-07-08 02:45:19,453,16,2005-07-12 03:04:19,2,100,1,9,Foreign,7,4.99,21.99
9496,2005-07-30 23:55:20,453,125,2005-08-02 02:47:20,2,100,1,9,Foreign,7,4.99,21.99
6934,2005-07-26 23:11:03,455,107,2005-08-04 19:18:03,1,100,2,9,Foreign,7,4.99,21.99
10768,2005-08-01 20:39:32,454,273,2005-08-10 19:41:32,1,100,1,9,Foreign,7,4.99,21.99
661,2005-05-28 21:01:25,2247,51,2005-06-02 01:22:25,2,486,1,9,Foreign,7,4.99,14.99
2195,2005-06-18 01:44:46,2247,286,2005-06-25 20:50:46,1,486,1,9,Foreign,7,4.99,14.99
6711,2005-07-12 13:23:40,2247,257,2005-07-20 11:45:40,2,486,1,9,Foreign,7,4.99,14.99
9935,2005-07-31 15:27:07,2247,10,2005-08-05 11:23:07,1,486,1,9,Foreign,7,4.99,14.99
3146,2005-06-20 20:21:48,2249,339,2005-06-29 22:57:48,2,486,1,9,Foreign,7,4.99,14.99
6490,2005-07-12 02:28:03,2249,548,2005-07-19 03:06:03,2,486,1,9,Foreign,7,4.99,14.99
9091,2005-07-30 08:30:45,2249,66,2005-08-07 13:28:45,1,486,1,9,Foreign,7,4.99,14.99
3289,2005-06-21 06:41:48,2248,115,2005-06-30 00:54:48,1,486,1,9,Foreign,7,4.99,14.99
6734,2005-07-12 14:04:24,2248,446,2005-07-21 19:47:24,1,486,1,9,Foreign,7,4.99,14.99
9331,2005-07-30 17:46:50,2248,274,2005-08-01 19:03:50,1,486,1,9,Foreign,7,4.99,14.99
3510,2005-07-06 00:27:41,2250,443,2005-07-14 23:20:41,2,486,2,9,Foreign,7,4.99,14.99
8309,2005-07-29 03:22:20,2250,446,2005-08-01 06:30:20,1,486,2,9,Foreign,7,4.99,14.99
7162,2005-07-27 07:32:45,2251,289,2005-07-30 03:48:45,1,486,2,9,Foreign,7,4.99,14.99
679,2005-05-28 23:24:57,907,526,2005-06-06 21:59:57,2,201,1,9,Foreign,7,2.99,18.99
1673,2005-06-16 10:40:17,907,534,2005-06-18 16:13:17,1,201,1,9,Foreign,7,2.99,18.99
5886,2005-07-10 19:36:25,907,215,2005-07-11 22:24:25,2,201,1,9,Foreign,7,2.99,18.99
1637,2005-06-16 08:29:58,906,212,2005-06-23 04:55:58,2,201,1,9,Foreign,7,2.99,18.99
4018,2005-07-07 01:10:33,906,207,2005-07-12 20:54:33,2,201,1,9,Foreign,7,2.99,18.99
7329,2005-07-27 13:55:34,906,226,2005-08-04 15:15:34,1,201,1,9,Foreign,7,2.99,18.99
5352,2005-07-09 17:54:58,908,372,2005-07-15 16:20:58,1,201,1,9,Foreign,7,2.99,18.99
7492,2005-07-27 19:54:18,908,155,2005-07-31 15:36:18,2,201,1,9,Foreign,7,2.99,18.99
6510,2005-07-12 03:35:39,905,446,2005-07-21 01:41:39,1,201,1,9,Foreign,7,2.99,18.99
10816,2005-08-01 22:48:57,905,129,2005-08-10 04:39:57,2,201,1,9,Foreign,7,2.99,18.99
706,2005-05-29 03:05:49,2278,60,2005-06-04 22:48:49,1,493,2,9,Foreign,5,0.99,18.99
2597,2005-06-19 05:53:46,2278,407,2005-06-20 05:14:46,1,493,2,9,Foreign,5,0.99,18.99
5196,2005-07-09 10:43:34,2278,536,2005-07-13 12:10:34,2,493,2,9,Foreign,5,0.99,18.99
9738,2005-07-31 09:04:14,2278,568,2005-08-05 14:40:14,2,493,2,9,Foreign,5,0.99,18.99
1075,2005-05-31 10:13:34,2279,9,2005-06-09 08:11:34,1,493,2,9,Foreign,5,0.99,18.99
1609,2005-06-16 06:34:59,2279,174,2005-06-17 09:41:59,2,493,2,9,Foreign,5,0.99,18.99
6141,2005-07-11 08:52:16,2279,228,2005-07-17 03:00:16,1,493,2,9,Foreign,5,0.99,18.99
8380,2005-07-29 05:31:29,2279,145,2005-08-02 01:27:29,1,493,2,9,Foreign,5,0.99,18.99
2231,2005-06-18 03:52:14,2280,35,2005-06-23 06:52:14,1,493,2,9,Foreign,5,0.99,18.99
